10;ALBA;0;1;1;40;1;0;7
29;ARAD;0;2;1;40;1;0;5
38;ARGES;0;3;1;40;1;0;3
47;BACAU;0;4;1;40;1;0;1
56;BIHOR;0;5;1;40;1;0;6
65;BISTRITA-NASAUD;0;6;1;40;1;0;6
74;BOTOSANI;0;7;1;40;1;0;1
83;BRASOV;0;8;1;40;1;0;7
92;BRAILA;0;9;1;40;1;0;2
109;BUZAU;0;10;1;40;1;0;2
118;CARAS-SEVERIN;0;11;1;40;1;0;5
519;CALARASI;0;51;1;40;1;0;3
127;CLUJ;0;12;1;40;1;0;6
136;CONSTANTA;0;13;1;40;1;0;2
145;COVASNA;0;14;1;40;1;0;7
154;DAMBOVITA;0;15;1;40;1;0;3
163;DOLJ;0;16;1;40;1;0;4
172;GALATI;0;17;1;40;1;0;2
528;GIURGIU;0;52;1;40;1;0;3
181;GORJ;0;18;1;40;1;0;4
190;HARGHITA;0;19;1;40;1;0;7
207;HUNEDOARA;0;20;1;40;1;0;5
216;IALOMITA;0;21;1;40;1;0;3
225;IASI;0;22;1;40;1;0;1
234;ILFOV;0;23;1;40;1;0;8
243;MARAMURES;0;24;1;40;1;0;6
252;MEHEDINTI;0;25;1;40;1;0;4
261;MURES;0;26;1;40;1;0;7
270;NEAMT;0;27;1;40;1;0;1
289;OLT;0;28;1;40;1;0;4
298;PRAHOVA;0;29;1;40;1;0;3
305;SATU MARE;0;30;1;40;1;0;6
314;SALAJ;0;31;1;40;1;0;6
323;SIBIU;0;32;1;40;1;0;7
332;SUCEAVA;0;33;1;40;1;0;1
341;TELEORMAN;0;34;1;40;1;0;3
350;TIMIS;0;35;1;40;1;0;5
369;TULCEA;0;36;1;40;1;0;2
378;VASLUI;0;37;1;40;1;0;1
387;VALCEA;0;38;1;40;1;0;4
396;VRANCEA;0;39;1;40;1;0;2
403;BUCURESTI;0;40;1;40;1;0;8
